GENESIS-Tabelle: 61511-111r
Bauland: Gemeinden, Veräußerungsfälle, veräußerte Fläche,;;;;;;;;;;;;;;;;;
Kaufpreis, durchschnittliche Kaufwerte (EUR/qm),;;;;;;;;;;;;;;;;;
Baulandarten, Jahr (ab 2010);;;;;;;;;;;;;;;;;
Statistik der Kaufwerte für Bauland;;;;;;;;;;;;;;;;;
2017;;;;;;;;;;;;;;;;;
;;Veräußerungsfälle;;Veräußerungsfälle;;Veräußerte Fläche;;Veräußerte Fläche;;Verkaufspreis;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;
;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;;Bauland insgesamt;;baureifes Land;
;;Anzahl;;Anzahl;;1000 qm;;1000 qm;;Tsd. EUR;;Tsd. EUR;;EUR/qm;;EUR/qm;
09571193;      Rothenburg ob der Tauber, GKSt;25;e;23;e;27;e;23;e;1904;e;.;.;71,17;e;.;.
09571194;      Rügland;7;e;6;e;11;e;4;e;269;e;.;.;25,16;e;.;.
09571196;      Sachsen b.Ansbach;16;e;16;e;11;e;11;e;1259;e;1259;e;116,47;e;116,47;e
09571198;      Schillingsfürst, St;12;e;10;e;29;e;8;e;1199;e;.;.;42,03;e;.;.
09571199;      Schnelldorf;15;e;14;e;16;e;14;e;994;e;.;.;60,92;e;.;.
09571200;      Schopfloch, M;9;e;9;e;6;e;6;e;300;e;300;e;52,66;e;52,66;e
09571205;      Steinsfeld;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09571208;      Unterschwaningen;2;e;2;e;3;e;3;e;.;.;.;.;.;.;.;.
09571214;      Wassertrüdingen, St;19;e;18;e;15;e;13;e;715;e;.;.;47,43;e;.;.
09571216;      Weidenbach, M;27;e;15;e;35;e;19;e;1013;e;904;e;28,82;e;48,53;e
09571217;      Weihenzell;16;e;13;e;13;e;9;e;532;e;467;e;40,45;e;54,77;e
09571218;      Weiltingen, M;3;e;3;e;2;e;2;e;84;e;84;e;37,65;e;37,65;e
09571222;      Wettringen;3;e;2;e;5;e;2;e;144;e;.;.;30,48;e;.;.
09571223;      Wieseth;4;e;3;e;6;e;3;e;119;e;.;.;19,70;e;.;.
09571224;      Wilburgstetten;13;e;7;e;27;e;6;e;335;e;236;e;12,22;e;39,13;e
09571225;      Windelsbach;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09571226;      Windsbach, St;42;e;41;e;32;e;32;e;4063;e;.;.;128,23;e;.;.
09571227;      Wittelshofen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09571228;      Wörnitz;9;e;6;e;27;e;7;e;708;e;268;e;25,82;e;37,71;e
09571229;      Wolframs-Eschenbach, St;22;e;20;e;21;e;16;e;1233;e;.;.;58,08;e;.;.
09571444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09572;    Erlangen-Höchstadt (Lkr);384;e;361;e;357;e;276;e;63563;e;56776;e;177,82;e;205,91;e
09572111;      Adelsdorf;76;e;75;e;33;e;32;e;7967;e;.;.;242,32;e;.;.
09572114;      Aurachtal;8;e;7;e;13;e;6;e;1144;e;.;.;89,79;e;.;.
09572115;      Baiersdorf, St;29;e;29;e;15;e;15;e;4484;e;4484;e;308,10;e;308,10;e
09572119;      Bubenreuth;4;e;4;e;2;e;2;e;871;e;871;e;384,02;e;384,02;e
09572120;      Buckenhof;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09572121;      Eckental, M;21;e;19;e;32;e;19;e;5038;e;.;.;158,99;e;.;.
09572126;      Gremsdorf;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09572127;      Großenseebach;5;e;4;e;9;e;8;e;.;.;.;.;.;.;.;.
09572130;      Hemhofen;1;e;1;e;2;e;2;e;.;.;.;.;.;.;.;.
09572131;      Heroldsberg, M;9;e;9;e;8;e;8;e;1824;e;1824;e;220,43;e;220,43;e
09572132;      Herzogenaurach, St;49;e;48;e;46;e;45;e;11876;e;.;.;258,24;e;.;.
09572133;      Heßdorf;9;e;5;e;24;e;6;e;3888;e;971;e;159,46;e;157,85;e
09572135;      Höchstadt a.d.Aisch, St;60;e;50;e;55;e;32;e;6310;e;4980;e;115,27;e;153,60;e
09572137;      Kalchreuth;10;e;9;e;8;e;5;e;1661;e;.;.;220,08;e;.;.
09572139;      Lonnerstadt, M;19;e;19;e;13;e;13;e;1593;e;1593;e;123,20;e;123,20;e
09572141;      Marloffstein;4;e;4;e;4;e;4;e;2248;e;2248;e;562,99;e;562,99;e
09572142;      Möhrendorf;4;e;4;e;2;e;2;e;929;e;929;e;558,97;e;558,97;e
09572143;      Mühlhausen, M;16;e;16;e;10;e;10;e;1036;e;1036;e;105,18;e;105,18;e
09572147;      Oberreichenbach;13;e;13;e;20;e;20;e;1558;e;1558;e;77,68;e;77,68;e
09572149;      Röttenbach;5;e;4;e;8;e;3;e;1118;e;.;.;146,80;e;.;.
09572154;      Spardorf;4;e;4;e;1;e;1;e;1020;e;1020;e;695,30;e;695,30;e
09572158;      Uttenreuth;11;e;11;e;11;e;11;e;3989;e;3989;e;373,85;e;373,85;e
09572159;      Vestenbergsgreuth, M;9;e;9;e;6;e;6;e;239;e;239;e;42,09;e;42,09;e
09572160;      Wachenroth, M;17;e;16;e;36;e;26;e;3246;e;.;.;90,02;e;.;.
09572164;      Weisendorf, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09572444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09573;    Fürth (Lkr);190;e;179;e;169;e;117;e;38113;e;31223;e;225,23;e;267,27;e
09573111;      Ammerndorf, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09573114;      Cadolzburg, M;14;e;13;e;12;e;8;e;3035;e;.;.;252,39;e;.;.
09573115;      Großhabersdorf;5;e;5;e;4;e;4;e;589;e;589;e;140,39;e;140,39;e
09573120;      Langenzenn, St;14;e;11;e;32;e;8;e;6180;e;2090;e;193,21;e;253,98;e
09573122;      Oberasbach, St;14;e;14;e;9;e;9;e;3617;e;3617;e;396,78;e;396,78;e
09573123;      Obermichelbach;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09573124;      Puschendorf;7;e;7;e;5;e;5;e;1015;e;1015;e;221,14;e;221,14;e
09573125;      Roßtal, M;70;e;70;e;38;e;38;e;8608;e;8608;e;228,53;e;228,53;e
09573126;      Seukendorf;9;e;8;e;10;e;7;e;2660;e;.;.;254,12;e;.;.
09573127;      Stein, St;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09573129;      Tuchenbach;12;e;12;e;6;e;6;e;1397;e;1397;e;228,66;e;228,66;e
09573130;      Veitsbronn;10;e;6;e;22;e;6;e;1792;e;834;e;80,76;e;134,07;e
09573133;      Wilhermsdorf, M;18;e;17;e;13;e;11;e;2315;e;.;.;175,09;e;.;.
09573134;      Zirndorf, St;14;e;13;e;16;e;13;e;6135;e;.;.;388,04;e;.;.
09574;    Nürnberger Land (Lkr);344;e;279;e;533;e;324;e;73477;e;59162;e;137,79;e;182,42;e
09574111;      Alfeld;5;e;-;-;37;e;-;-;672;e;-;-;18,19;e;-;-
09574112;      Altdorf b.Nürnberg, St;31;e;25;e;29;e;20;e;5430;e;4654;e;188,01;e;238,35;e
09574117;      Burgthann;31;e;31;e;75;e;75;e;8115;e;8115;e;108,01;e;108,01;e
09574120;      Engelthal;5;e;4;e;4;e;3;e;260;e;.;.;71,17;e;.;.
09574123;      Feucht, M;5;e;5;e;3;e;3;e;1163;e;1163;e;375,07;e;375,07;e
09574128;      Happurg;7;e;7;e;6;e;6;e;525;e;525;e;87,11;e;87,11;e
09574129;      Hartenstein;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09574131;      Henfenfeld;6;e;6;e;9;e;9;e;919;e;919;e;100,25;e;100,25;e
09574132;      Hersbruck, St;20;e;10;e;38;e;12;e;3711;e;1859;e;97,12;e;152,08;e
09574135;      Kirchensittenbach;13;e;13;e;9;e;9;e;419;e;419;e;47,28;e;47,28;e
09574138;      Lauf a.d.Pegnitz, St;38;e;32;e;62;e;24;e;10613;e;8248;e;172,39;e;337,54;e
09574139;      Leinburg;29;e;21;e;19;e;11;e;3267;e;2474;e;170,11;e;216,32;e
09574140;      Neuhaus a.d.Pegnitz, M;8;e;5;e;10;e;5;e;405;e;342;e;42,33;e;69,17;e
09574141;      Neunkirchen a.Sand;7;e;5;e;7;e;6;e;1303;e;.;.;175,52;e;.;.
09574145;      Offenhausen;4;e;1;e;4;e;1;e;151;e;.;.;33,91;e;.;.
09574146;      Ottensoos;4;e;2;e;9;e;2;e;448;e;.;.;50,75;e;.;.
09574147;      Pommelsbrunn;14;e;14;e;17;e;17;e;1139;e;1139;e;68,30;e;68,30;e
09574150;      Reichenschwand;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09574152;      Röthenbach a.d.Pegnitz, St;14;e;7;e;67;e;50;e;15062;e;13405;e;226,48;e;266,70;e
09574154;      Rückersdorf;25;e;25;e;15;e;15;e;4720;e;4720;e;307,02;e;307,02;e
09574155;      Schnaittach, M;12;e;12;e;11;e;11;e;1451;e;1451;e;136,31;e;136,31;e
09574156;      Schwaig b.Nürnberg;9;e;9;e;7;e;7;e;3046;e;3046;e;410,27;e;410,27;e
09574157;      Schwarzenbruck;8;e;6;e;30;e;3;e;3403;e;.;.;115,34;e;.;.
09574158;      Simmelsdorf;18;e;15;e;34;e;14;e;3889;e;1225;e;113,68;e;88,81;e
09574160;      Velden, St;6;e;6;e;8;e;8;e;335;e;335;e;41,82;e;41,82;e
09574161;      Vorra;1;e;-;-;1;e;-;-;.;.;-;-;.;.;-;-
09574164;      Winkelhaid;21;e;15;e;21;e;10;e;2690;e;2031;e;130,16;e;195,65;e
09574444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09575;    Neustadt a.d.Aisch-Bad Windsheim (Lkr);385;e;331;e;431;e;249;e;27114;e;23412;e;62,91;e;93,98;e
09575112;      Bad Windsheim, St;30;e;10;e;38;e;8;e;1132;e;1005;e;30,18;e;120,95;e
09575113;      Baudenbach, M;9;e;8;e;5;e;5;e;356;e;.;.;72,72;e;.;.
09575115;      Burgbernheim, St;24;e;18;e;56;e;15;e;1809;e;1006;e;32,07;e;67,99;e
09575116;      Burghaslach, M;19;e;17;e;24;e;12;e;1191;e;.;.;50,52;e;.;.
09575117;      Dachsbach, M;25;e;25;e;21;e;21;e;1525;e;1525;e;73,03;e;73,03;e
09575118;      Diespeck;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09575119;      Dietersheim;5;e;5;e;5;e;5;e;397;e;397;e;77,76;e;77,76;e
09575121;      Emskirchen, M;28;e;25;e;25;e;19;e;2585;e;2413;e;102,53;e;128,83;e
09575122;      Ergersheim;3;e;2;e;3;e;2;e;27;e;.;.;7,93;e;.;.
09575124;      Gallmersgarten;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09575125;      Gerhardshofen;3;e;2;e;3;e;1;e;140;e;.;.;48,96;e;.;.
09575127;      Gollhofen;3;e;2;e;19;e;1;e;543;e;.;.;28,91;e;.;.
09575128;      Gutenstetten;4;e;2;e;3;e;2;e;150;e;.;.;44,79;e;.;.
09575129;      Hagenbüchach;28;e;28;e;19;e;19;e;3030;e;3030;e;155,67;e;155,67;e
09575130;      Hemmersheim;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09575133;      Illesheim;3;e;3;e;2;e;2;e;94;e;94;e;45,00;e;45,00;e
09575134;      Ippesheim, M;1;e;-;-;22;e;-;-;.;.;-;-;.;.;-;-
09575135;      Ipsheim, M;5;e;5;e;4;e;4;e;234;e;234;e;53,49;e;53,49;e
09575138;      Langenfeld;7;e;7;e;5;e;5;e;273;e;273;e;49,90;e;49,90;e
09575143;      Marktbergel, M;5;e;5;e;4;e;4;e;157;e;157;e;41,02;e;41,02;e
09575144;      Markt Bibart, M;7;e;4;e;8;e;3;e;259;e;115;e;32,09;e;35,44;e
09575145;      Markt Erlbach, M;9;e;5;e;33;e;4;e;777;e;347;e;23,60;e;93,05;e
09575146;      Markt Nordheim, M;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09575147;      Markt Taschendorf, M;5;e;5;e;5;e;5;e;189;e;189;e;35,37;e;35,37;e
09575150;      Münchsteinach;9;e;9;e;7;e;7;e;472;e;472;e;69,13;e;69,13;e
09575152;      Neuhof a.d.Zenn, M;13;e;13;e;8;e;8;e;813;e;813;e;99,48;e;99,48;e
09575153;      Neustadt a.d.Aisch, St;77;e;70;e;57;e;45;e;7178;e;6799;e;124,97;e;150,88;e
09575155;      Oberickelsheim;3;e;3;e;3;e;3;e;117;e;117;e;44,50;e;44,50;e
09575156;      Obernzenn, M;6;e;6;e;4;e;4;e;198;e;198;e;47,03;e;47,03;e
09575157;      Oberscheinfeld, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09575161;      Scheinfeld, St;15;e;14;e;15;e;14;e;686;e;.;.;46,75;e;.;.
09575163;      Simmershofen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09575165;      Sugenheim, M;5;e;5;e;4;e;4;e;162;e;162;e;40,30;e;40,30;e
09575166;      Trautskirchen;3;e;3;e;3;e;3;e;157;e;157;e;47,22;e;47,22;e
09575167;      Uehlfeld, M;4;e;4;e;3;e;3;e;263;e;263;e;89,31;e;89,31;e
09575168;      Uffenheim, St;17;e;16;e;12;e;10;e;815;e;.;.;65,65;e;.;.
09575179;      Weigenheim;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09575181;      Wilhelmsdorf;4;e;4;e;4;e;4;e;426;e;426;e;103,81;e;103,81;e
09575444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09576;    Roth (Lkr);338;e;264;e;515;e;256;e;40670;e;34742;e;78,96;e;135,77;e
09576111;      Abenberg, St;16;e;12;e;26;e;8;e;1452;e;1025;e;56,76;e;128,66;e
09576113;      Allersberg, M;23;e;21;e;19;e;19;e;2636;e;.;.;135,93;e;.;.
09576117;      Büchenbach;13;e;9;e;12;e;8;e;1228;e;1027;e;101,11;e;134,92;e
09576121;      Georgensgmünd;30;e;18;e;70;e;14;e;2883;e;2109;e;40,97;e;148,66;e
09576122;      Greding, St;21;e;21;e;16;e;16;e;2273;e;2273;e;145,20;e;145,20;e
09576126;      Heideck, St;12;e;12;e;9;e;9;e;735;e;735;e;80,84;e;80,84;e
09576127;      Hilpoltstein, St;38;e;20;e;39;e;21;e;3834;e;3212;e;99,17;e;153,45;e
09576128;      Kammerstein;4;e;4;e;3;e;3;e;403;e;403;e;135,00;e;135,00;e
09576132;      Schwanstetten, M;25;e;22;e;20;e;11;e;3139;e;2750;e;155,71;e;260,65;e
09576137;      Rednitzhembach;12;e;9;e;33;e;11;e;3707;e;2647;e;112,87;e;246,12;e
09576141;      Röttenbach;9;e;6;e;43;e;39;e;1768;e;1647;e;41,26;e;42,49;e
09576142;      Rohr;14;e;12;e;28;e;7;e;1503;e;.;.;54,07;e;.;.
09576143;      Roth, St;56;e;40;e;121;e;39;e;6880;e;6426;e;56,92;e;163,80;e
09576147;      Spalt, St;19;e;16;e;27;e;12;e;1793;e;1538;e;65,36;e;123,18;e
09576148;      Thalmässing, M;35;e;34;e;27;e;26;e;2292;e;.;.;86,36;e;.;.
09576151;      Wendelstein, M;11;e;8;e;23;e;13;e;4143;e;2936;e;182,30;e;219,72;e
09576444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09577;    Weißenburg-Gunzenhausen (Lkr);259;e;218;e;321;e;195;e;19013;e;15588;e;59,16;e;79,77;e
09577111;      Absberg, M;5;e;5;e;5;e;5;e;573;e;573;e;109,63;e;109,63;e
09577113;      Alesheim;4;e;4;e;2;e;2;e;101;e;101;e;45,18;e;45,18;e
09577114;      Muhr a.See;8;e;7;e;10;e;7;e;617;e;.;.;63,37;e;.;.
09577115;      Bergen;7;e;7;e;9;e;9;e;261;e;261;e;29,41;e;29,41;e
09577120;      Burgsalach;9;e;4;e;5;e;3;e;126;e;119;e;25,96;e;37,00;e
09577122;      Dittenheim;10;e;9;e;9;e;8;e;398;e;.;.;45,62;e;.;.
09577125;      Ellingen, St;25;e;25;e;24;e;24;e;1773;e;1773;e;73,32;e;73,32;e
09577127;      Ettenstatt;1;e;-;-;3;e;-;-;.;.;-;-;.;.;-;-
09577133;      Gnotzheim, M;6;e;6;e;6;e;6;e;329;e;329;e;55,93;e;55,93;e
09577136;      Gunzenhausen, St;43;e;36;e;61;e;34;e;5359;e;4328;e;87,24;e;127,31;e
09577138;      Haundorf;6;e;4;e;10;e;4;e;245;e;.;.;25,76;e;.;.
09577140;      Heidenheim, M;4;e;1;e;9;e;1;e;260;e;.;.;29,98;e;.;.
09577141;      Höttingen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09577148;      Langenaltheim;5;e;2;e;6;e;2;e;153;e;.;.;24,90;e;.;.
09577149;      Markt Berolzheim, M;8;e;5;e;9;e;5;e;351;e;236;e;40,05;e;47,80;e
09577150;      Meinheim;3;e;2;e;3;e;2;e;95;e;.;.;38,01;e;.;.
09577151;      Nennslingen, M;5;e;5;e;4;e;4;e;231;e;231;e;54,27;e;54,27;e
09577158;      Pappenheim, St;16;e;13;e;14;e;10;e;427;e;398;e;30,66;e;38,66;e
09577159;      Pfofeld;11;e;11;e;8;e;8;e;617;e;617;e;74,29;e;74,29;e
09577161;      Pleinfeld, M;21;e;20;e;22;e;18;e;2287;e;.;.;106,23;e;.;.
09577162;      Polsingen;4;e;4;e;5;e;5;e;163;e;163;e;34,46;e;34,46;e
09577163;      Raitenbuch;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09577168;      Solnhofen;4;e;4;e;3;e;3;e;129;e;129;e;48,99;e;48,99;e
09577172;      Theilenhofen;7;e;6;e;5;e;5;e;172;e;.;.;35,60;e;.;.
09577173;      Treuchtlingen, St;16;e;14;e;16;e;13;e;668;e;.;.;42,71;e;.;.
09577177;      Weißenburg i.Bay., GKSt;25;e;19;e;68;e;13;e;3318;e;1828;e;48,91;e;138,02;e
09577179;      Westheim;3;e;2;e;6;e;1;e;88;e;.;.;15,49;e;.;.
096;  Unterfranken;2633;e;2224;e;3706;e;1802;e;287740;e;217675;e;77,65;e;120,81;e
09661;    Aschaffenburg (Krfr.St);46;e;37;e;36;e;27;e;12863;e;11124;e;352,59;e;419,56;e
09662;    Schweinfurt (Krfr.St);33;e;21;e;107;e;43;e;8213;e;4852;e;76,46;e;112,77;e
09663;    Würzburg (Krfr.St);83;e;69;e;164;e;86;e;43703;e;35382;e;265,84;e;411,06;e
09671;    Aschaffenburg (Lkr);330;e;272;e;460;e;202;e;60871;e;38177;e;132,23;e;188,60;e
09671111;      Alzenau, St;46;e;32;e;118;e;24;e;14641;e;7427;e;123,94;e;304,36;e
09671112;      Bessenbach;7;e;7;e;4;e;4;e;703;e;703;e;185,42;e;185,42;e
09671113;      Blankenbach;6;e;6;e;4;e;4;e;471;e;471;e;120,26;e;120,26;e
09671114;      Karlstein a.Main;9;e;7;e;24;e;4;e;2099;e;.;.;86,34;e;.;.
09671119;      Geiselbach;7;e;6;e;7;e;4;e;553;e;.;.;80,06;e;.;.
09671120;      Glattbach;3;e;3;e;3;e;3;e;1130;e;1130;e;390,46;e;390,46;e
09671121;      Goldbach, M;5;e;4;e;3;e;3;e;1013;e;.;.;330,13;e;.;.
09671122;      Großostheim, M;14;e;10;e;26;e;11;e;3728;e;2922;e;144,88;e;271,94;e
09671124;      Haibach;12;e;7;e;14;e;8;e;2582;e;2537;e;183,19;e;314,13;e
09671126;      Heigenbrücken;4;e;4;e;7;e;7;e;139;e;139;e;20,99;e;20,99;e
09671127;      Heimbuchenthal;2;e;1;e;3;e;1;e;.;.;.;.;.;.;.;.
09671128;      Heinrichsthal;3;e;3;e;3;e;3;e;161;e;161;e;59,19;e;59,19;e
09671130;      Hösbach, M;21;e;19;e;16;e;11;e;3120;e;.;.;194,32;e;.;.
09671133;      Johannesberg;16;e;16;e;8;e;8;e;1589;e;1589;e;194,59;e;194,59;e
09671134;      Kahl a.Main;9;e;8;e;14;e;9;e;2257;e;.;.;162,70;e;.;.
09671135;      Kleinkahl;8;e;7;e;8;e;8;e;314;e;.;.;38,69;e;.;.
09671136;      Kleinostheim;10;e;10;e;7;e;7;e;1924;e;1924;e;271,94;e;271,94;e
09671138;      Krombach;5;e;5;e;4;e;4;e;432;e;432;e;120,09;e;120,09;e
09671139;      Laufach;14;e;10;e;8;e;5;e;1098;e;795;e;136,05;e;162,00;e
09671140;      Mainaschaff;22;e;13;e;65;e;5;e;10365;e;1625;e;158,99;e;345,87;e
09671141;      Mespelbrunn;4;e;4;e;4;e;4;e;198;e;198;e;52,23;e;52,23;e
09671143;      Mömbris, M;33;e;29;e;37;e;22;e;3529;e;2510;e;95,71;e;115,21;e
09671148;      Rothenbuch;1;e;1;e;0;e;0;e;.;.;.;.;.;.;.;.
09671150;      Sailauf;6;e;5;e;3;e;3;e;526;e;.;.;161,73;e;.;.
09671152;      Schöllkrippen, M;9;e;9;e;7;e;7;e;696;e;696;e;106,56;e;106,56;e
09671153;      Sommerkahl;5;e;4;e;4;e;3;e;354;e;.;.;85,15;e;.;.
09671155;      Stockstadt a.Main, M;14;e;10;e;36;e;9;e;4760;e;2207;e;132,23;e;243,90;e
09671156;      Waldaschaff;14;e;11;e;6;e;5;e;915;e;831;e;145,68;e;164,24;e
09671157;      Weibersbrunn;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09671159;      Westerngrund;5;e;5;e;7;e;7;e;346;e;346;e;47,31;e;47,31;e
09671160;      Dammbach;5;e;5;e;2;e;2;e;176;e;176;e;76,76;e;76,76;e
09671162;      Wiesen;9;e;9;e;7;e;7;e;627;e;627;e;85,77;e;85,77;e
09671444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09672;    Bad Kissingen (Lkr);289;e;223;e;794;e;181;e;11923;e;10020;e;15,02;e;55,43;e
09672111;      Aura a.d.Saale;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09672112;      Bad Bocklet, M;12;e;11;e;12;e;11;e;743;e;.;.;60,72;e;.;.
09672113;      Bad Brückenau, St;14;e;10;e;167;e;11;e;571;e;403;e;3,43;e;38,23;e
09672114;      Bad Kissingen, GKSt;36;e;30;e;37;e;24;e;2762;e;2383;e;74,38;e;98,04;e
09672117;      Burkardroth, M;28;e;12;e;31;e;9;e;492;e;257;e;16,02;e;29,08;e
09672121;      Elfershausen, M;3;e;3;e;2;e;2;e;105;e;105;e;48,67;e;48,67;e
09672122;      Euerdorf, M;2;e;1;e;3;e;1;e;.;.;.;.;.;.;.;.
09672124;      Fuchsstadt;19;e;18;e;16;e;14;e;603;e;.;.;38,46;e;.;.
09672126;      Geroda, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09672127;      Hammelburg, St;34;e;33;e;25;e;22;e;2126;e;.;.;83,44;e;.;.
09672131;      Maßbach, M;15;e;15;e;15;e;15;e;282;e;282;e;19,17;e;19,17;e
09672134;      Motten;3;e;3;e;2;e;2;e;68;e;68;e;36,11;e;36,11;e
09672135;      Münnerstadt, St;13;e;12;e;11;e;10;e;361;e;.;.;32,40;e;.;.
09672136;      Nüdlingen;11;e;9;e;10;e;7;e;477;e;.;.;48,77;e;.;.
09672138;      Oberleichtersbach;5;e;4;e;3;e;1;e;93;e;.;.;28,13;e;.;.
09672139;      Oberthulba, M;21;e;20;e;18;e;18;e;711;e;.;.;38,99;e;.;.
09672140;      Oerlenbach;17;e;15;e;13;e;12;e;945;e;.;.;74,10;e;.;.
09672142;      Ramsthal;3;e;1;e;7;e;1;e;74;e;.;.;10,07;e;.;.
09672143;      Rannungen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09672145;      Riedenberg;3;e;-;-;60;e;-;-;90;e;-;-;1,51;e;-;-
09672149;      Schondra, M;7;e;4;e;17;e;4;e;402;e;131;e;24,13;e;31,57;e
09672155;      Sulzthal, M;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09672157;      Thundorf i.UFr.;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09672161;      Wartmannsroth;7;e;7;e;6;e;6;e;220;e;220;e;37,06;e;37,06;e
09672163;      Wildflecken, M;7;e;6;e;130;e;5;e;268;e;.;.;2,06;e;.;.
09672166;      Zeitlofs, M;26;e;6;e;207;e;5;e;378;e;122;e;1,83;e;24,87;e
09672444;      Gemeindefreie Gebiete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09673;    Rhön-Grabfeld (Lkr);179;e;159;e;222;e;149;e;6630;e;5457;e;29,88;e;36,59;e
09673113;      Aubstadt;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09673114;      Bad Neustadt a.d.Saale, St;8;e;5;e;17;e;9;e;1030;e;682;e;59,48;e;77,13;e
09673116;      Bastheim;6;e;6;e;6;e;6;e;110;e;110;e;19,62;e;19,62;e
09673117;      Bischofsheim a.d.Rhön, St;6;e;5;e;9;e;6;e;155;e;.;.;17,72;e;.;.
09673123;      Fladungen, St;3;e;1;e;10;e;1;e;307;e;.;.;32,28;e;.;.
09673126;      Großbardorf;2;e;2;e;1;e;1;e;.;.;.;.;.;.;.;.
09673127;      Großeibstadt;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09673129;      Hausen;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
09673130;      Hendungen;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09673131;      Herbstadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09673133;      Heustreu;4;e;4;e;3;e;3;e;169;e;169;e;52,40;e;52,40;e
09673134;      Höchheim;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09673135;      Hohenroth;20;e;20;e;15;e;15;e;889;e;889;e;59,24;e;59,24;e
09673136;      Hollstadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09673141;      Bad Königshofen i.Grabfeld, St;5;e;5;e;4;e;4;e;145;e;145;e;37,21;e;37,21;e
09673142;      Mellrichstadt, St;15;e;12;e;32;e;11;e;522;e;406;e;16,47;e;35,52;e
09673146;      Niederlauer;18;e;17;e;14;e;13;e;579;e;.;.;41,58;e;.;.
09673147;      Nordheim v.d.Rhön;3;e;3;e;2;e;2;e;66;e;66;e;27,29;e;27,29;e
09673149;      Oberelsbach, M;4;e;4;e;4;e;4;e;120;e;120;e;27,13;e;27,13;e
09673151;      Oberstreu;5;e;5;e;5;e;5;e;178;e;178;e;34,66;e;34,66;e
09673153;      Ostheim v.d.Rhön, St;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09673156;      Rödelmaier;4;e;4;e;4;e;4;e;194;e;194;e;53,64;e;53,64;e
09673160;      Saal a.d.Saale, M;5;e;4;e;4;e;3;e;73;e;.;.;19,08;e;.;.
09673161;      Salz;5;e;5;e;10;e;10;e;426;e;426;e;41,34;e;41,34;e
09673162;      Sandberg;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09673163;      Schönau a.d.Brend;2;e;1;e;5;e;1;e;.;.;.;.;.;.;.;.
09673167;      Sondheim v.d.Rhön;2;e;2;e;2;e;2;e;.;.;.;.;.;.;.;.
09673170;      Stockheim;1;e;1;e;1;e;1;e;.;.;.;.;.;.;.;.
